,AV,GXIG,VALMT,SGOB,SN,LOIM,OREP,VOPA,SOGN,AXFO,AAL,OMVV,AHT,STMMI,CGCBV,AKZO,IBE,MNDI,TEL,UMG
33,"{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030643471940979473, 'eigenvector': 0.211677082268106}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06806852676941041, 'eigenvector': 0.20204257455139676}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.043585814491258354, 'eigenvector': 0.26157417014450823}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06806852676941041, 'eigenvector': 0.20204257455139676}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.043585814491258354, 'eigenvector': 0.26157417014450823}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030643471940979473, 'eigenvector': 0.211677082268106}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030643471940979473, 'eigenvector': 0.211677082268106}","{'indegree': 10, 'outdegree': 8, 'pagerank': 0.05509501939204285, 'eigenvector': 0.27795407443138187}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06806852676941041, 'eigenvector': 0.20204257455139676}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030643471940979473, 'eigenvector': 0.211677082268106}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030643471940979473, 'eigenvector': 0.211677082268106}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06806852676941041, 'eigenvector': 0.20204257455139676}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030643471940979473, 'eigenvector': 0.211677082268106}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06806852676941041, 'eigenvector': 0.20204257455139676}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06806852676941041, 'eigenvector': 0.20204257455139676}","{'indegree': 10, 'outdegree': 8, 'pagerank': 0.05509501939204285, 'eigenvector': 0.27795407443138187}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030643471940979473, 'eigenvector': 0.211677082268106}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06806852676941041, 'eigenvector': 0.20204257455139676}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.043585814491258354, 'eigenvector': 0.26157417014450823}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06806852676941041, 'eigenvector': 0.20204257455139676}"
34,"{'indegree': 7, 'outdegree': 10, 'pagerank': 0.047725107214554384, 'eigenvector': 0.2569267350491694}","{'indegree': 0, 'outdegree': 18, 'pagerank': 0.033104664228045394, 'eigenvector': 0.2728501274649569}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.047725107214554384, 'eigenvector': 0.2569267350491694}","{'indegree': 2, 'outdegree': 14, 'pagerank': 0.03598469572005152, 'eigenvector': 0.24275940404148721}","{'indegree': 0, 'outdegree': 18, 'pagerank': 0.033104664228045394, 'eigenvector': 0.2728501274649569}","{'indegree': 2, 'outdegree': 14, 'pagerank': 0.03598469572005152, 'eigenvector': 0.24275940404148721}","{'indegree': 2, 'outdegree': 14, 'pagerank': 0.03598469572005152, 'eigenvector': 0.24275940404148721}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.047725107214554384, 'eigenvector': 0.2569267350491694}","{'indegree': 6, 'outdegree': 13, 'pagerank': 0.044217214650497855, 'eigenvector': 0.29087766450017855}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}","{'indegree': 2, 'outdegree': 14, 'pagerank': 0.03598469572005152, 'eigenvector': 0.24275940404148721}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06024593523695419, 'eigenvector': 0.1824097710179596}"
35,"{'indegree': 7, 'outdegree': 10, 'pagerank': 0.047404812293598116, 'eigenvector': 0.2533131951801206}","{'indegree': 2, 'outdegree': 15, 'pagerank': 0.03588353029014138, 'eigenvector': 0.2533131951801206}","{'indegree': 5, 'outdegree': 13, 'pagerank': 0.04174876955429565, 'eigenvector': 0.2687853148822978}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 0, 'outdegree': 18, 'pagerank': 0.03302502111816902, 'eigenvector': 0.2687853148822978}","{'indegree': 2, 'outdegree': 15, 'pagerank': 0.03588353029014138, 'eigenvector': 0.2533131951801206}","{'indegree': 2, 'outdegree': 15, 'pagerank': 0.03588353029014138, 'eigenvector': 0.2533131951801206}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.047404812293598116, 'eigenvector': 0.2533131951801206}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 0, 'outdegree': 18, 'pagerank': 0.03302502111816902, 'eigenvector': 0.2687853148822978}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 5, 'outdegree': 13, 'pagerank': 0.04174876955429565, 'eigenvector': 0.2687853148822978}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060058739090385185, 'eigenvector': 0.18055812607033914}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.047404812293598116, 'eigenvector': 0.2533131951801206}"
36,"{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 2, 'outdegree': 16, 'pagerank': 0.04449264413931736, 'eigenvector': 0.3378261369834981}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 4, 'outdegree': 15, 'pagerank': 0.04884938367381691, 'eigenvector': 0.3674211013011858}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 0, 'outdegree': 18, 'pagerank': 0.040683847619562945, 'eigenvector': 0.3378261369834981}","{'indegree': 2, 'outdegree': 16, 'pagerank': 0.04449264413931736, 'eigenvector': 0.3378261369834981}","{'indegree': 0, 'outdegree': 18, 'pagerank': 0.040683847619562945, 'eigenvector': 0.3378261369834981}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}"
37,"{'indegree': 10, 'outdegree': 7, 'pagerank': 0.051889232627706505, 'eigenvector': 0.24236406553485698}","{'indegree': 5, 'outdegree': 13, 'pagerank': 0.036348381999772965, 'eigenvector': 0.2563148988069744}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.041488001215616244, 'eigenvector': 0.24236406553485698}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07183171102092424, 'eigenvector': 0.1990322540136208}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.02886991146480327, 'eigenvector': 0.21857101214911226}","{'indegree': 5, 'outdegree': 13, 'pagerank': 0.036348381999772965, 'eigenvector': 0.2563148988069744}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.02886991146480327, 'eigenvector': 0.21857101214911226}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.02886991146480327, 'eigenvector': 0.21857101214911226}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07183171102092424, 'eigenvector': 0.1990322540136208}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.02886991146480327, 'eigenvector': 0.21857101214911226}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07183171102092424, 'eigenvector': 0.1990322540136208}","{'indegree': 10, 'outdegree': 7, 'pagerank': 0.051889232627706505, 'eigenvector': 0.24236406553485698}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07183171102092424, 'eigenvector': 0.1990322540136208}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07183171102092424, 'eigenvector': 0.1990322540136208}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.02886991146480327, 'eigenvector': 0.21857101214911226}","{'indegree': 10, 'outdegree': 7, 'pagerank': 0.051889232627706505, 'eigenvector': 0.24236406553485698}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07183171102092424, 'eigenvector': 0.1990322540136208}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.041488001215616244, 'eigenvector': 0.24236406553485698}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.041488001215616244, 'eigenvector': 0.24236406553485698}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07183171102092424, 'eigenvector': 0.1990322540136208}"
38,"{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 0, 'outdegree': 19, 'pagerank': 0.04252901940595022, 'eigenvector': 0.4234426958346643}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 1, 'outdegree': 16, 'pagerank': 0.044417283146213585, 'eigenvector': 0.35182341149602614}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 1, 'outdegree': 16, 'pagerank': 0.044417283146213585, 'eigenvector': 0.35182341149602614}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 1, 'outdegree': 16, 'pagerank': 0.044417283146213585, 'eigenvector': 0.35182341149602614}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}","{'indegree': 4, 'outdegree': 0, 'pagerank': 0.05151369569721306, 'eigenvector': 0.16758526649033123}"
39,"{'indegree': 7, 'outdegree': 10, 'pagerank': 0.04350117154200043, 'eigenvector': 0.26157417014450823}","{'indegree': 10, 'outdegree': 8, 'pagerank': 0.055932891927863146, 'eigenvector': 0.27795407443138187}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06793151877374232, 'eigenvector': 0.20204257455139676}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06793151877374232, 'eigenvector': 0.20204257455139676}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.04350117154200043, 'eigenvector': 0.26157417014450823}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06793151877374232, 'eigenvector': 0.20204257455139676}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030596935904047724, 'eigenvector': 0.211677082268106}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030596935904047724, 'eigenvector': 0.211677082268106}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06793151877374232, 'eigenvector': 0.20204257455139676}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06793151877374232, 'eigenvector': 0.20204257455139676}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030596935904047724, 'eigenvector': 0.211677082268106}","{'indegree': 10, 'outdegree': 8, 'pagerank': 0.055932891927863146, 'eigenvector': 0.27795407443138187}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030596935904047724, 'eigenvector': 0.211677082268106}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030596935904047724, 'eigenvector': 0.211677082268106}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030596935904047724, 'eigenvector': 0.211677082268106}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.04350117154200043, 'eigenvector': 0.26157417014450823}","{'indegree': 0, 'outdegree': 13, 'pagerank': 0.030596935904047724, 'eigenvector': 0.211677082268106}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06793151877374232, 'eigenvector': 0.20204257455139676}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06793151877374232, 'eigenvector': 0.20204257455139676}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06793151877374232, 'eigenvector': 0.20204257455139676}"
40,"{'indegree': 4, 'outdegree': 13, 'pagerank': 0.04016988454650119, 'eigenvector': 0.26212776777069324}","{'indegree': 4, 'outdegree': 13, 'pagerank': 0.04016988454650119, 'eigenvector': 0.26212776777069324}","{'indegree': 0, 'outdegree': 16, 'pagerank': 0.03317592846582904, 'eigenvector': 0.2474340189247376}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}","{'indegree': 4, 'outdegree': 13, 'pagerank': 0.04016988454650119, 'eigenvector': 0.26212776777069324}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.047550137087423554, 'eigenvector': 0.26212776777069324}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}","{'indegree': 0, 'outdegree': 16, 'pagerank': 0.03317592846582904, 'eigenvector': 0.2474340189247376}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.047550137087423554, 'eigenvector': 0.26212776777069324}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}","{'indegree': 0, 'outdegree': 16, 'pagerank': 0.03317592846582904, 'eigenvector': 0.2474340189247376}","{'indegree': 0, 'outdegree': 16, 'pagerank': 0.03317592846582904, 'eigenvector': 0.2474340189247376}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.047550137087423554, 'eigenvector': 0.26212776777069324}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06041362212349098, 'eigenvector': 0.18515934361957853}"
41,"{'indegree': 4, 'outdegree': 13, 'pagerank': 0.04311754608085604, 'eigenvector': 0.27196008842511593}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 4, 'outdegree': 13, 'pagerank': 0.04311754608085604, 'eigenvector': 0.27196008842511593}","{'indegree': 0, 'outdegree': 19, 'pagerank': 0.0360074443785178, 'eigenvector': 0.31092425107293764}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 1, 'outdegree': 16, 'pagerank': 0.03748302853566455, 'eigenvector': 0.27196008842511593}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 7, 'outdegree': 12, 'pagerank': 0.05142405257248866, 'eigenvector': 0.31092425107293764}","{'indegree': 4, 'outdegree': 13, 'pagerank': 0.04311754608085604, 'eigenvector': 0.27196008842511593}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}","{'indegree': 1, 'outdegree': 16, 'pagerank': 0.03748302853566455, 'eigenvector': 0.27196008842511593}","{'indegree': 1, 'outdegree': 16, 'pagerank': 0.03748302853566455, 'eigenvector': 0.27196008842511593}","{'indegree': 8, 'outdegree': 0, 'pagerank': 0.055897231599952614, 'eigenvector': 0.17389615723478108}"
42,"{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06678678369586327, 'eigenvector': 0.1930432830412427}","{'indegree': 5, 'outdegree': 13, 'pagerank': 0.03803196605170202, 'eigenvector': 0.26119346150944406}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.04340622392687384, 'eigenvector': 0.24667935130135454}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06678678369586327, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030207726817736417, 'eigenvector': 0.22200636142451247}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030207726817736417, 'eigenvector': 0.22200636142451247}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030207726817736417, 'eigenvector': 0.22200636142451247}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030207726817736417, 'eigenvector': 0.22200636142451247}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06678678369586327, 'eigenvector': 0.1930432830412427}","{'indegree': 5, 'outdegree': 13, 'pagerank': 0.03803196605170202, 'eigenvector': 0.26119346150944406}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06678678369586327, 'eigenvector': 0.1930432830412427}","{'indegree': 10, 'outdegree': 8, 'pagerank': 0.05419224623019326, 'eigenvector': 0.26119346150944406}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06678678369586327, 'eigenvector': 0.1930432830412427}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06678678369586327, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030207726817736417, 'eigenvector': 0.22200636142451247}","{'indegree': 10, 'outdegree': 8, 'pagerank': 0.05419224623019326, 'eigenvector': 0.26119346150944406}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06678678369586327, 'eigenvector': 0.1930432830412427}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.04340622392687384, 'eigenvector': 0.24667935130135454}","{'indegree': 7, 'outdegree': 10, 'pagerank': 0.04340622392687384, 'eigenvector': 0.24667935130135454}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06678678369586327, 'eigenvector': 0.1930432830412427}"
43,"{'indegree': 3, 'outdegree': 14, 'pagerank': 0.042762586185209325, 'eigenvector': 0.28070673407281105}","{'indegree': 3, 'outdegree': 14, 'pagerank': 0.042762586185209325, 'eigenvector': 0.28070673407281105}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 3, 'outdegree': 14, 'pagerank': 0.042762586185209325, 'eigenvector': 0.28070673407281105}","{'indegree': 6, 'outdegree': 13, 'pagerank': 0.05026294815292932, 'eigenvector': 0.32290941665858336}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 0, 'outdegree': 19, 'pagerank': 0.03750016993254729, 'eigenvector': 0.32290941665858336}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 1, 'outdegree': 17, 'pagerank': 0.039028890675878766, 'eigenvector': 0.3003327258957378}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 1, 'outdegree': 17, 'pagerank': 0.039028890675878766, 'eigenvector': 0.3003327258957378}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.05429933400054905, 'eigenvector': 0.1697669699497671}"
44,"{'indegree': 0, 'outdegree': 14, 'pagerank': 0.02754528491618507, 'eigenvector': 0.21008773235808548}","{'indegree': 14, 'outdegree': 0, 'pagerank': 0.07860850961148183, 'eigenvector': 0.21008773235808548}","{'indegree': 6, 'outdegree': 10, 'pagerank': 0.03686374689513647, 'eigenvector': 0.23195053046749808}","{'indegree': 6, 'outdegree': 10, 'pagerank': 0.03686374689513647, 'eigenvector': 0.23195053046749808}","{'indegree': 14, 'outdegree': 0, 'pagerank': 0.07860850961148183, 'eigenvector': 0.21008773235808548}","{'indegree': 10, 'outdegree': 7, 'pagerank': 0.0494437616442637, 'eigenvector': 0.24468216963946698}","{'indegree': 10, 'outdegree': 7, 'pagerank': 0.0494437616442637, 'eigenvector': 0.24468216963946698}","{'indegree': 10, 'outdegree': 7, 'pagerank': 0.0494437616442637, 'eigenvector': 0.24468216963946698}","{'indegree': 14, 'outdegree': 0, 'pagerank': 0.07860850961148183, 'eigenvector': 0.21008773235808548}","{'indegree': 6, 'outdegree': 10, 'pagerank': 0.03686374689513647, 'eigenvector': 0.23195053046749808}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.02754528491618507, 'eigenvector': 0.21008773235808548}","{'indegree': 6, 'outdegree': 10, 'pagerank': 0.03686374689513647, 'eigenvector': 0.23195053046749808}","{'indegree': 14, 'outdegree': 0, 'pagerank': 0.07860850961148183, 'eigenvector': 0.21008773235808548}","{'indegree': 14, 'outdegree': 0, 'pagerank': 0.07860850961148183, 'eigenvector': 0.21008773235808548}","{'indegree': 13, 'outdegree': 6, 'pagerank': 0.06729096032066205, 'eigenvector': 0.274855325210562}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.02754528491618507, 'eigenvector': 0.21008773235808548}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.02754528491618507, 'eigenvector': 0.21008773235808548}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.02754528491618507, 'eigenvector': 0.21008773235808548}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.02754528491618507, 'eigenvector': 0.21008773235808548}","{'indegree': 14, 'outdegree': 0, 'pagerank': 0.07860850961148183, 'eigenvector': 0.21008773235808548}"
